composition,Phase,Mean VEC,electronegativity_difference,Atomic_Radius_Difference,Calculated_Youngs_Modulus,Mixing_Enthalpy,Mixing_Entropy,Work_Function,Shear_Modulus_G,MOd_Missmatch,shear_modulus_difference,melting_Temp,cohesive_enrg,Ionization_enrg,Pauling_electronegativity
Al1 Co1 Cr1 Cu0.5 Ni1,FCC+BCC+Sec,7.444444444444445,0.16999999999999993,6.2222222222222285,182.8888888888889,-10.17283950617284,13.145213438928542,1.471111111111111,70.32222222222222,-0.09129680767422509,0.19011274672528555,1619.6344444444442,4.007777777777777,7.141555555555555,0.03439999999999997
Al1 Co1 Cr1 Cu1 Fe0.5 Ni1,FCC+BCC+Sec,7.818181818181818,0.18545454545454532,6.727272727272734,180.63636363636365,-5.553719008264462,14.697168880613486,1.3900000000000001,69.38181818181818,-0.08282520549441708,0.17134237558728782,1613.2254545454548,3.9854545454545454,7.263818181818182,0.030740495867768572
Al1 Co1 Cr1 Cu1 Fe1 Ni0.5,FCC+BCC+Sec,7.636363636363637,0.17818181818181822,6.9090909090909065,181.63636363636365,-3.9008264462809925,14.697168880613486,1.3800000000000001,69.92727272727272,-0.08314935704141146,0.17076470370307278,1620.770909090909,3.970909090909091,7.287636363636364,0.028466115702479325
Al1 Co1 Cr1 Cu1 Fe1 Ni1 Ti1,FCC+BCC+Sec,7.285714285714286,0.22142857142857175,19.0,173.5714285714286,-13.795918367346939,16.17829697924587,1.5999999999999999,66.65714285714286,-0.08070815093190727,0.16745932169478375,1674.1771428571428,4.13,7.247142857142857,0.040653061224489764
Al1 Cr1 Fe2 Ni2,FCC+BCC+Sec,7.5,0.18166666666666664,6.333333333333329,195.16666666666669,-11.111111111111109,11.05480445437846,1.3916666666666666,76.21666666666665,-0.06159723704726184,0.1165668826269901,1698.5783333333334,4.15,7.306166666666666,0.027094444444444428
Al1 Cr1 Fe1 Ni2,FCC+BCC+Sec,7.4,0.17399999999999993,6.0,192.0,-13.440000000000003,11.075736540306957,1.46,75.06,-0.07238154516626853,0.1427997667591125,1676.094,4.1240000000000006,7.187,0.03180799999999999
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti1.4,FCC+BCC+Sec,7.405797101449275,0.21956521739130386,17.17391304347828,177.73913043478257,-14.022264230203739,15.9086705500128,1.5807246376811592,68.26811594202898,-0.06843440242885404,0.14246788648796527,1743.3195652173913,4.227536231884058,7.314231884057971,0.04359672337744169
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti1.6,FCC+BCC+Sec,7.309859154929578,0.2133802816901409,16.690140845070403,176.0,-15.004959333465589,15.821472619344949,1.621549295774648,67.58450704225352,-0.06853490734456569,0.14479949596106656,1748.8880281690144,4.245070422535211,7.300535211267606,0.04500813330688354
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti1.8,FCC+BCC+Sec,7.219178082191782,0.20753424657534247,16.23287671232876,174.35616438356166,-15.860386564083319,15.71692265000653,1.66013698630137,66.93835616438356,-0.06851377914398513,0.1468722503646654,1754.1513698630135,4.261643835616438,7.287589041095891,0.04620153875023454
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Ti2,FCC+BCC+Sec,7.133333333333334,0.20199999999999996,15.800000000000011,172.79999999999998,-16.60444444444444,15.599338580953313,1.6966666666666665,66.32666666666665,-0.06839501428510983,0.14870900391877967,1759.134,4.277333333333333,7.275333333333333,0.04720533333333331
Al1 Co1 Cr1 Cu1 Ni1 Ti1 Y0.5,FCC+BCC+Sec,6.846153846153846,0.48923076923076914,45.84615384615384,159.3846153846154,-18.319526627218934,16.00545758023486,1.7053846153846155,62.32307692307693,-0.09349160741024641,0.2051723151394637,1662.7292307692308,4.132307692307692,7.067153846153847,0.0819834319526627
Cr1 Fe1 Ni2 V0.5 W1,FCC+BCC+Sec,8.454545454545455,0.4536363636363636,10.27272727272728,248.1818181818182,-6.214876033057851,12.601595913640619,1.1218181818181818,97.9090909090909,-0.052523320071420215,0.11991596037343666,2224.2727272727275,5.239090909090909,7.488363636363637,0.11291900826446279
Cr1 Fe1 Ni2 V0.5 W0.5,FCC+BCC+Sec,8.3,0.4989999999999999,11.299999999999997,231.9,-7.080000000000002,12.228301672142033,1.091,91.60000000000002,-0.04139571903560139,0.09852024179554161,2077.2,4.873000000000001,7.450800000000001,0.07893800000000001
Cr1 Fe1 Ni2 V0.5 W0.75,FCC+BCC+Sec,8.380952380952381,0.47523809523809524,10.76190476190476,240.42857142857144,-6.621315192743762,12.481670719169387,1.1071428571428572,94.90476190476191,-0.047719818041475834,0.11165924690254322,2154.238095238095,5.064761904761905,7.470476190476191,0.09776417233560088
Cr1 Fe1 Ni1 V0.5 W1,FCC+BCC+Sec,8.11111111111111,0.45444444444444443,9.222222222222229,258.88888888888886,-5.135802469135802,13.145213438928542,1.1133333333333333,102.77777777777777,-0.0567391297428112,0.12066501095690284,2334.5555555555557,5.416666666666666,7.454666666666666,0.1380049382716049
Cr1 Fe1 Ni1 V0.5 W0.5,FCC+BCC+Sec,7.875,0.51125,10.375,239.875,-6.1875,12.966357733144617,1.07375,95.5,-0.046647197195512025,0.10495874564841973,2164.5,4.98125,7.4035,0.09717187499999998
Cr1 Fe1 Ni1 V0.5 W0.75,FCC+BCC+Sec,8.0,0.4811764705882353,9.764705882352928,249.94117647058823,-5.619377162629758,13.129744281158674,1.0947058823529412,99.35294117647058,-0.05258284963663397,0.11533409681493564,2254.529411764706,5.211764705882353,7.430588235294118,0.12039723183391002
Al0.348 Co1 Cr1 Fe1 Ni1,FCC+BCC+Sec,7.8298068077276906,0.19319227230910752,7.129714811407538,212.3643054277829,-7.738862478619531,12.921610785178252,1.197672493100276,82.14176632934682,-0.044122755496550675,0.0768166215720993,1796.6530726770927,4.2270653173873045,7.422522539098436,0.02369755807743771
Al0.74 Co1 Cr1 Fe1 Ni1,FCC+BCC+Sec,7.430379746835443,0.17721518987341733,6.540084388185633,200.59071729957805,-10.838718866278548,13.327716992816415,1.3475527426160334,77.52362869198312,-0.06350265710376066,0.11847033443746348,1725.26746835443,4.155358649789029,7.3037215189873415,0.027400523420392012
Al0.7 Co1 Cr1 Fe2 Ni1,FCC+BCC+Sec,7.56140350877193,0.18596491228070167,6.84210526315789,203.33333333333334,-8.63034779932287,12.812363061901825,1.2836842105263158,78.66842105263157,-0.05166612404148832,0.09305203564521976,1745.8647368421052,4.182807017543859,7.417929824561403,0.022834102800861792
Al1 Co1 Cr1 Cu0.5 Fe1 Ni0.5,FCC+BCC+Sec,7.3,0.16699999999999982,6.599999999999994,186.8,-7.28,14.533431935812187,1.4180000000000001,72.09,-0.08279530669793797,0.1668393731337316,1647.0710000000001,4.019,7.2438,0.028561999999999997
Al12 Co20 Cr17 Fe35 Ni12 Ti4,FCC+BCC+Sec,7.34,0.2426999999999997,21.22,200.11999999999998,-11.0108,13.536657516034179,1.3515,77.28600000000002,-0.05621903470141955,0.1016364002255813,1755.0664,4.202999999999999,7.40053,0.02623141999999999
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Si1,FCC+BCC+Sec,7.615384615384615,0.21846153846153826,12.230769230769226,180.15384615384613,-17.988165680473376,16.00545758023486,1.7207692307692306,70.22307692307692,-0.06473914820840374,0.13054532530714058,1692.0776923076924,4.155384615384615,7.547692307692309,0.022087573964497037
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Si0.8,FCC+BCC+Sec,7.730158730158731,0.21619047619047604,12.61904761904762,182.47619047619048,-15.550516502897455,15.995279686683972,1.6319047619047617,70.96031746031747,-0.06448027549170943,0.12839736106465174,1692.2388888888886,4.14031746031746,7.528539682539682,0.02245351473922901
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Si1.2,FCC+BCC+Sec,7.507462686567163,0.22059701492537287,11.865671641791053,177.97014925373134,-20.111383381599467,15.97269318666784,1.804328358208955,69.52985074626864,-0.06481778716062547,0.1324171145776902,1691.926119402985,4.16955223880597,7.565701492537313,0.021724660280686103
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Si1.4,FCC+BCC+Sec,7.405797101449275,0.22260869565217356,11.521739130434767,175.91304347826082,-21.961772736819995,15.9086705500128,1.8830434782608694,68.8768115942029,-0.06475465976944367,0.1340401377939737,1691.7833333333333,4.182898550724638,7.582666666666666,0.021366099558916184
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Si1.6,FCC+BCC+Sec,7.309859154929578,0.22450704225352092,11.197183098591552,173.97183098591552,-23.574687561991674,15.821472619344949,1.9573239436619718,68.2605633802817,-0.06457992685257302,0.13543883896086484,1691.648591549296,4.195492957746479,7.598676056338029,0.021012894267010508
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Si1.8,FCC+BCC+Sec,7.219178082191782,0.22630136986301363,10.890410958904113,172.13698630136986,-24.980296490898855,15.71692265000653,2.0275342465753425,67.67808219178082,-0.0643173702024964,0.1366350574774745,1691.521232876712,4.207397260273972,7.6138082191780825,0.020665790955151045
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1 Si2,FCC+BCC+Sec,7.133333333333334,0.22799999999999998,10.599999999999994,170.39999999999998,-26.204444444444444,15.599338580953313,2.094,67.12666666666667,-0.06398583729422291,0.13764833947776428,1691.400666666667,4.218666666666667,7.6281333333333325,0.02032533333333332
Co2 Mo0.5 Ni2 V1 W0.5,FCC+BCC+Sec,8.5,0.4483333333333335,10.5,219.33333333333334,-8.944444444444445,12.015275397574356,1.115,83.25,-0.043189128575945195,0.11129748366985602,2078.4166666666665,5.138333333333334,7.5449166666666665,0.07089444444444447
Ag1 Al1 Co1 Cr1 Cu1 Ni1,FCC+Sec,8.333333333333334,0.20500000000000007,17.0,161.83333333333334,2.000000000000001,14.896688227162047,1.355,61.76666666666666,-0.11367940228797238,0.24725529319150788,1533.695,3.788333333333333,7.262666666666666,0.033249999999999974
Al2 Co1 Cr1 Cu1 Fe1 Ni1,FCC+Sec,7.142857142857143,0.16142857142857148,5.857142857142861,167.00000000000003,-8.653061224489793,14.531775362338621,1.597142857142857,64.12857142857143,-0.09463955120574263,0.21811530981328528,1530.2442857142858,3.9171428571428573,7.126857142857143,0.03299591836734691
Co1.5 Cr1 Fe1 Mo0.8 Ni1.5 Ti0.5,FCC+Sec,7.825396825396825,0.31285714285714294,18.07936507936506,226.14285714285717,-9.962207105064248,14.390024015821458,1.2511111111111113,85.95238095238096,-0.03215169217890811,0.06435493895841804,1987.6666666666667,4.683492063492064,7.467253968253969,0.05337414965986398
Co1 Cr1 Fe1 Mn1 Ni1 V0.75,FCC+Sec,7.608695652173913,0.1982608695652175,6.956521739130437,207.47826086956522,-6.956521739130435,14.854820038583846,1.0234782608695654,74.04347826086956,-0.053647417593875715,0.11063754370805688,1851.0,4.193478260869565,7.423217391304348,0.037489603024574665
Co1 Cr1 Fe1 Ni1 V1,FCC+Sec,7.6,0.15200000000000014,6.599999999999994,205.4,-8.96,13.380866803977112,1.012,81.00000000000001,-0.025640169800545287,0.05468678555098305,1934.0,4.5040000000000004,7.3872,0.026512000000000015
Cr1 Fe1 Ni2 V0.5 W0.25,FCC+Sec,8.210526315789474,0.5252631578947367,11.89473684210526,222.47368421052633,-7.601108033240997,11.741187899875776,1.073157894736842,87.94736842105263,-0.0331151183040445,0.07800043047860124,1992.052631578947,4.661052631578948,7.429052631578948,0.055502493074792235
Cr1 Fe1 Ni1 V0.5 W0.25,FCC+Sec,7.733333333333333,0.5453333333333332,11.066666666666663,228.4666666666667,-6.862222222222222,12.525831562726442,1.05,91.13333333333333,-0.038334175011316925,0.086208031405975,2062.4666666666667,4.720000000000001,7.372800000000001,0.06647644444444445
Al1 Co1 Cr1 Cu1 Fe1 Mn1 Ni1,FCC+Sec,7.714285714285714,0.21285714285714308,7.142857142857139,185.2857142857143,-5.632653061224489,16.17829697924587,1.317142857142857,65.37142857142857,-0.09163837530489793,0.19006554797911887,1613.8914285714286,3.854285714285714,7.3337142857142865,0.03941224489795916
Al1.3 Co1 Cr1 Cu1 Fe1 Ni1,FCC+Sec,7.603174603174603,0.17936507936507917,6.507936507936506,177.77777777777777,-6.2383471907281445,14.85222085155599,1.4401587301587302,68.33174603174602,-0.08347971867897142,0.17561633915196512,1596.5525396825396,3.979047619047619,7.253619047619048,0.030227765180146103
Al1.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC+Sec,7.461538461538462,0.17384615384615376,6.307692307692307,174.46153846153845,-7.053254437869823,14.784231704418767,1.4884615384615387,67.03846153846153,-0.08725944567617913,0.1885668071844793,1576.15,3.9600000000000004,7.214615384615385,0.031216568047337263
Al1.8 Co1 Cr1 Cu1 Fe1 Ni1,FCC+Sec,7.264705882352941,0.16617647058823537,6.029411764705884,169.85294117647058,-8.079584775086506,14.643714450976775,1.5555882352941175,65.24117647058823,-0.09198988194232582,0.20675857166768039,1547.7964705882355,3.933529411764706,7.1604117647058825,0.03238840830449825
Al10 Co21 Cr18 Fe36 Ni15,FCC+Sec,7.65,0.18989999999999974,7.049999999999997,207.07,-7.574399999999999,12.629138102592897,1.2348999999999999,80.0,-0.04585359196014575,0.08093109375,1768.187,4.2027,7.46239,0.02124197999999999
Al14.1 Cr6 Fe28.2 Mn32.9 Ni18.8,FCC+Sec,7.222,0.19829999999999948,6.945000000000022,188.85400000000004,-10.575188000000002,12.320912160890577,1.3392400000000002,59.53530000000001,-0.09311639129602022,0.2064232651586982,1597.73627,3.7221200000000008,7.3605160000000005,0.04312061999999999
Al2.3 Co1 Cr1 Cu1 Fe1 Ni1,FCC+Sec,6.972602739726027,0.1547945205479453,5.61643835616438,163.013698630137,-9.375117282792269,14.345398997597743,1.6552054794520545,62.573972602739715,-0.09801595845903696,0.23407527009764542,1505.719315068493,3.8942465753424655,7.079972602739726,0.0336937511728279
Al2.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC+Sec,6.866666666666666,0.1506666666666665,5.466666666666669,160.53333333333333,-9.777777777777777,14.212556664521149,1.6913333333333334,61.60666666666666,-0.09993819254763849,0.24404239346768153,1490.4593333333335,3.8800000000000003,7.0508,0.03403911111111108
Al1 Co0.2 Cu1 Fe1 Ni1,FCC+Sec,8.047619047619047,0.20571428571428552,6.047619047619037,155.42857142857142,-4.943310657596372,12.568476876778147,1.5299999999999998,58.95238095238094,-0.0686575827563744,0.1406470778602207,1472.342857142857,3.9161904761904758,7.340523809523809,0.028258503401360505
Al1 Co0.5 Cu1 Fe1 Ni1,FCC+Sec,8.11111111111111,0.20999999999999974,6.111111111111114,159.0,-5.135802469135801,13.14521343892854,1.4966666666666666,60.022222222222226,-0.06500272587237944,0.1310805259368196,1492.0533333333333,3.9477777777777776,7.376555555555555,0.02688888888888886
Al1 Co1.5 Cr1 Cu0.5 Fe1 Ni1,FCC+Sec,7.666666666666667,0.18666666666666676,6.583333333333329,189.75,-7.833333333333331,14.534164471557178,1.3641666666666665,72.65833333333333,-0.07007323450125078,0.13718009957806243,1663.8925,4.085,7.329916666666667,0.02774444444444442
Al1 Co1.5 Cu1 Fe1 Ni1,FCC+Sec,8.272727272727273,0.22090909090909094,6.272727272727266,168.0909090909091,-5.289256198347107,13.25390193646719,1.4118181818181819,62.74545454545454,-0.05598300097769138,0.10661686511353512,1542.2254545454546,4.028181818181818,7.468272727272728,0.023071074380165257
Al1 Co2 Cu1 Fe1 Ni1,FCC+Sec,8.333333333333334,0.22499999999999987,6.333333333333329,171.50000000000003,-5.222222222222222,12.975746340770252,1.3800000000000001,63.76666666666666,-0.052492927423193114,0.09744808746603767,1561.04,4.058333333333333,7.502666666666666,0.02151666666666664
Al1 Co1 Cr1 Cu0.5 Fe1,FCC+Sec,7.0,0.15222222222222226,6.666666666666671,185.33333333333334,-6.123456790123459,13.145213438928542,1.4466666666666668,71.65555555555555,-0.0912324973481378,0.1872641673095157,1638.0788888888885,3.972222222222222,7.199777777777777,0.02736790123456788
Al1 Co1 Cr1 Cu0.5 Fe1.5 Ni1,FCC+Sec,7.583333333333333,0.1825000000000001,6.666666666666671,189.91666666666666,-7.138888888888888,14.534164471557178,1.3658333333333332,73.24166666666666,-0.07015264980381994,0.13621070390988874,1667.4758333333334,4.075833333333334,7.331666666666667,0.026737499999999977
Al1 Co1 Cr1 Cu0.5 Fe2 Ni1,FCC+Sec,7.615384615384615,0.18538461538461548,6.769230769230774,191.53846153846155,-6.485207100591718,14.232280454334743,1.3415384615384616,73.91538461538462,-0.06530337113043645,0.12444829919257042,1678.5161538461539,4.091538461538462,7.375538461538462,0.024880473372781053
Al1 Cr0.5 Cu1 Fe1 Ni1 Ti1,FCC+Sec,7.090909090909091,0.20909090909090922,18.454545454545467,157.54545454545456,-15.404958677685952,14.697168880613484,1.7654545454545456,60.74545454545455,-0.08431593523308974,0.18615487282572438,1611.1345454545456,4.085454545454546,7.175545454545456,0.04445289256198344
Al1 Cr1.5 Cu1 Fe1 Ni1 Ti1,FCC+Sec,6.923076923076923,0.1953846153846155,18.538461538461547,176.23076923076923,-12.260355029585801,14.784231704418767,1.6353846153846152,69.0923076923077,-0.0988659758149888,0.20202561534657923,1698.6523076923077,4.087692307692308,7.112692307692308,0.03968047337278104
Al1 Cr2 Cu1 Fe1 Ni1 Ti1,FCC+Sec,6.857142857142857,0.18999999999999995,18.571428571428584,183.57142857142858,-11.102040816326529,14.531775362338621,1.584285714285714,72.37142857142858,-0.10109434099656955,0.1976690940540257,1733.0342857142857,4.088571428571429,7.088,0.037599999999999974
Al1 Cr3 Cu1 Fe1 Ni1 Ti1,FCC+Sec,6.75,0.18874999999999997,18.625,195.5,-9.3125,13.863278514531157,1.5012499999999998,77.7,-0.10066354201685986,0.18297240980638663,1788.905,4.09,7.047875000000001,0.033971874999999985
Al1 Cr1 Cu1 Fe1 Ni0.6,FCC+Sec,7.391304347826088,0.16086956521739149,6.869565217391312,176.08695652173913,-2.684310018903593,13.241589181517464,1.4513043478260872,68.95652173913044,-0.0985155870838018,0.2087582631124483,1591.095652173913,3.89,7.166304347826087,0.030415879017013217
Al1 Cr1 Cu1 Fe1 Ni0.8,FCC+Sec,7.5,0.16666666666666674,6.833333333333343,177.08333333333334,-3.402777777777778,13.350675322473434,1.4391666666666667,69.25,-0.09459561019254537,0.19878099110723021,1596.8000000000002,3.912916666666667,7.186041666666667,0.03069444444444442
Al1 Cr1 Cu1 Fe1 Ni1.2,FCC+Sec,7.692307692307692,0.17692307692307674,6.769230769230759,178.84615384615384,-4.497041420118342,13.357142869321581,1.4176923076923076,69.76923076923076,-0.08769606946234196,0.1814338192838015,1606.8923076923077,3.9534615384615384,7.220961538461538,0.030857988165680444
Al1 Cr1 Cu1 Fe1 Ni1.4,FCC+Sec,7.777777777777778,0.18148148148148113,6.740740740740733,179.62962962962962,-4.910836762688614,13.295461224913202,1.4081481481481481,70.0,-0.08463763980990228,0.17384656084656083,1611.3777777777777,3.9714814814814816,7.236481481481482,0.030795610425240028
Al1 Cr1 Cu1 Fe1 Ni1 Ti1,FCC+Sec,7.0,0.20166666666666644,18.5,167.66666666666669,-13.666666666666664,14.896688227162047,1.6949999999999998,65.26666666666665,-0.09378423529060703,0.20060520157213654,1658.54,4.086666666666667,7.1415,0.041961111111111095
Al1 Cu1 Ni1,FCC+Sec,8.0,0.19666666666666655,5.333333333333329,133.33333333333334,-8.444444444444443,9.133862567986663,1.7233333333333332,50.199999999999996,-0.07381553485036862,0.1640794061469924,1339.7466666666667,3.763333333333333,7.117333333333333,0.03871111111111107
Al1 Co1 Cr1 Fe1 Mo0.5 Ni1.5,FCC+Sec,7.333333333333333,0.3391666666666666,13.583333333333329,205.58333333333331,-11.527777777777779,14.534164471557178,1.4074999999999998,78.71666666666667,-0.06900045686257637,0.13319232057734684,1788.745,4.366666666666666,7.257583333333333,0.04778194444444444
Al1 Co1 Cr1 Fe1 Mo0.5 Ni2,FCC+Sec,7.538461538461538,0.3323076923076924,13.692307692307693,205.15384615384613,-11.45562130177515,14.232280454334743,1.3884615384615386,78.50769230769231,-0.06459465365992657,0.1236871802806148,1784.0723076923077,4.372307692307693,7.287000000000001,0.045235502958579886
Al1 Co1 Cu1 Fe1 Ni1 Zr1,FCC+Sec,7.5,0.41333333333333333,29.833333333333343,152.33333333333334,-23.888888888888886,14.896688227162047,1.4566666666666666,56.76666666666666,-0.07517787974016815,0.150188486415979,1621.04,4.414999999999999,7.294833333333333,0.08904444444444438
Al0.44 Co1 Cr1 Fe1 Ni1,FCC+Sec,7.729729729729731,0.18918918918918948,6.981981981982017,209.41441441441444,-8.57884911938966,13.069714498450168,1.2352252252252254,80.9846846846847,-0.04946128771761922,0.08703756135044066,1778.7672972972975,4.2090990990991,7.392756756756757,0.02472120769418066
Co1 Cr1 Cu1 Fe1 Ni1 Ti0.8,FCC+Sec,8.13793103448276,0.2551724137931033,17.931034482758605,193.41379310344828,-6.7538644470868014,14.870722517651311,1.3075862068965516,74.39655172413794,-0.04617226026634566,0.09748822520808463,1792.6844827586208,4.2379310344827585,7.479034482758622,0.035498216409036845
Co1 Cr1 Fe1 Nb0.103 Ni1,FCC+Sec,8.168413356080917,0.21447721179624657,19.741652449427235,221.7438459663661,-5.473010985880338,12.211432904587419,1.0470290031684133,85.76992444552766,-0.02269123353747397,0.04356979247864185,1893.797221545211,4.38452595661711,7.527705825006094,0.020599587433245407
Co1 Cr1 Fe1 Nb0.155 Ni1,FCC+Sec,8.128760529482552,0.21179302045728066,19.494584837545105,220.2827918170879,-6.27663595250818,12.41995407045097,1.0504452466907344,85.17208182912155,-0.025151611982126735,0.047518195139226276,1904.5126353790617,4.42439229843562,7.518085439229845,0.021478768711236232
Co1 Cr1 Fe1 Nb0.206 Ni1,FCC+Sec,8.090822634331907,0.20922491678554467,19.25820256776032,218.88492629576797,-7.024812729318827,12.58648848468062,1.0537137422729437,84.6000951022349,-0.02739706833557288,0.05130309671036426,1914.7646219686162,4.462534474560153,7.508881122206374,0.022292949704574832
Co1 Cr1 Fe1 Nb0.309 Ni1,FCC+Sec,8.016941285681133,0.20422371779995352,18.79786493385936,216.1626827570202,-8.423759798111547,12.844494191233121,1.0600789046182408,83.48619169180785,-0.03148026050343429,0.058691362660462536,1934.7296356463216,4.5368136458575075,7.490956370387561,0.02380279802090546
Co1 Cr1 Fe1 Nb0.412 Ni1,FCC+Sec,7.946509519492294,0.19945602901178616,18.359020852221207,213.56754306436991,-9.685938539004725,13.0291406383082,1.0661468721668177,82.42429737080688,-0.03503755212411907,0.06575137715953576,1953.7624660018132,4.607624660018132,7.473868540344515,0.025149000212886793
Al16 Cu1 Li1 Mg1 Zn1,FCC+Sec,3.7,0.5999999999999999,29.650000000000006,70.7,-1.1400000000000001,6.465476012966647,2.7114999999999996,26.665000000000003,-0.05146093701491487,0.093887747320416,918.1310000000001,3.087,6.2966999999999995,0.05546
Al1 Li0.5 Mg1 Sn0.2 Zn0.5,FCC+Sec,3.84375,0.5140625000000001,25.00000000000003,57.65625,-3.88671875,12.30762302646531,2.295,22.03125,-0.13233706242061608,0.27401881193098937,790.8284375000001,2.18375,7.029312499999999,0.14226074218750004
Co2 Cr1 Mo0.5 Ni2 W0.5,FCC+Sec,8.666666666666666,0.44333333333333313,11.5,244.5,-4.166666666666666,12.015275397574356,1.1183333333333332,92.91666666666667,-0.03382037031352732,0.08467895996299943,2077.9166666666665,4.936666666666667,7.548416666666666,0.06551111111111113
Al0.5 B0.2 Co1 Cr1 Cu1 Fe1 Ni1,FCC+Sec,8.087719298245615,0.21666666666666656,39.03508771929825,202.45614035087718,-4.001231148045552,15.445250898743797,1.273859649122807,77.79824561403508,-0.07208000310938964,0.15388868437078804,1716.0184210526315,4.127368421052632,7.468175438596491,0.026479532163742672
Al0.5 B0.6 Co1 Cr1 Cu1 Fe1 Ni1,FCC+Sec,7.754098360655738,0.2275409836065574,36.47540983606558,218.68852459016398,-8.008599838753023,15.924213724106044,1.385737704918033,83.84426229508196,-0.08959028431359697,0.19790489643646947,1757.5254098360656,4.232459016393443,7.522590163934428,0.030496103198065037
Co1 Cu1 Fe1 Mn1 Ni1 Sn0.05,FCC+Sec,8.950495049504951,0.26544554455445524,35.64356435643563,188.21782178217822,1.780217625722968,13.710193044020329,1.086831683168317,62.81188118811881,-0.04545954113413228,0.08909695034101987,1625.5493069306933,3.8964356435643572,7.712910891089109,0.03642584060386234
Co1 Cu1 Fe1 Mn1 Ni1 Sn0.08,FCC+Sec,8.921259842519685,0.26629921259842493,35.43307086614173,187.4015748031496,1.791803583607167,13.843529292622803,1.1038582677165354,62.54724409448817,-0.04780220916595476,0.0923352469698216,1618.9323622047243,3.891968503937007,7.710732283464567,0.0364560729121458
Co1 Cu1 Fe1 Mn1 Ni1 Sn0.1,FCC+Sec,8.901960784313726,0.266862745098039,35.29411764705881,186.86274509803923,1.7993079584775098,13.920872366202895,1.1150980392156864,62.37254901960785,-0.049322854008618994,0.09448161686989147,1614.5643137254906,3.889019607843138,7.70929411764706,0.03647443291041906
Co1 Cu1 Fe1 Mn1 Ni1 Sn0.2,FCC+Sec,8.807692307692307,0.26961538461538415,34.61538461538463,184.23076923076923,1.8343195266272192,14.22159653636338,1.1699999999999997,61.51923076923076,-0.05646432618284964,0.10506544079645086,1593.2280769230765,3.8746153846153844,7.702269230769231,0.03654585798816565
Co1 Cu1 Fe1 Ni1 Sn0.04,FCC+Sec,9.445544554455445,0.07920792079207928,35.89108910891089,186.13861386138612,5.038721693951572,11.873346028548704,1.088811881188119,69.8069306930693,-0.02048206198432873,0.039818223863330976,1654.6963366336633,4.14,7.782861386138614,0.002006666013135959
Co1 Cu1 Fe1 Ni1 Sn0.05,FCC+Sec,9.4320987654321,0.07901234567901239,35.802469135802454,185.80246913580248,5.048010973936901,11.936420027672206,1.095925925925926,69.67901234567901,-0.02157876369509655,0.04122745829693896,1651.857777777778,4.137530864197531,7.781777777777778,0.002032616979119029
Co1 Cu1 Fe1 Ni1 Sn0.07,FCC+Sec,9.405405405405405,0.07862407862407883,35.62653562653563,185.1351351351351,5.066133813062559,12.050142481320796,1.11004914004914,69.42506142506141,-0.023731029710986357,0.04403506433133917,1646.2225061425058,4.132628992628993,7.779626535626535,0.002083682968203845
Co1 Cu1 Fe1 Ni1 Sn0.1,FCC+Sec,9.365853658536587,0.07804878048780495,35.365853658536565,184.14634146341464,5.092207019631172,12.197865027796693,1.130975609756098,69.04878048780489,-0.026859986948131274,0.04821947203346506,1637.8726829268294,4.125365853658537,7.776439024390244,0.0021582391433670363
Co1 Cu1 Fe1 Ni1 Sn0.2,FCC+Sec,9.238095238095237,0.07619047619047636,34.52380952380953,180.95238095238093,5.170068027210885,12.568476876778147,1.1985714285714286,67.83333333333334,-0.036496064130440556,0.06193681476236757,1610.9014285714281,4.101904761904762,7.766142857142857,0.0023900226757369546
Co1 Cu1 Fe1 Ni1 Sn0.5,FCC+Sec,8.88888888888889,0.07111111111111112,32.22222222222223,172.2222222222222,5.333333333333332,13.145213438928542,1.3833333333333333,64.5111111111111,-0.05953407185410263,0.10104428300560708,1537.1799999999998,4.0377777777777775,7.7379999999999995,0.0029530864197530805
Al1 Au1 Co1 Cr1 Cu1 Ni1,FCC+Sec,7.333333333333333,0.6233333333333333,16.16666666666667,161.0,-6.444444444444442,14.896688227162047,1.3533333333333333,61.26666666666666,-0.12013721129037341,0.2601034738757769,1550.7616666666665,3.9299999999999997,7.5376666666666665,0.18337777777777775
Al0.43 Co1 Cr0.29 Ni1 Si0.14,FCC+Sec,7.898601398601399,0.21856643356643324,12.216783216783227,187.05944055944056,-17.425301970756518,11.635228871994384,1.532832167832168,70.71293706293707,-0.05585463539885038,0.10782688826578089,1666.3538811188812,4.234965034965035,7.412080419580421,0.027114071592742896
